Title,Job_Desc,Date_Posted,Remote Work Level,Location,Job Type,Job Schedule,Career Level,Travel Required,Categories,User-Agent
Product Manager,"Option for telecommuting. Candidate will analyze data and gain insights to drive successful iterations, work with stakeholders to resolve conflicts, and oversee projects in an organized manner. Must have four plus years of experience in product managment.",12/01/20,Option for Remote,"New York, NY, or US National",Employee,12/01/20,Manager,No specification,"Computer & IT,Project Management,Software Development",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.8) Gecko/20100101 Firefox/60.8
IT Business Analyst 2,"Remote position will analyze business drivers/equipment, translate them into documented business/functional requirements specifications, development of systems, evaluate new or updated products, and services. BA degree required and three years of exp. ",12/01/20,Option for Remote,US National,Employee,12/01/20,Experienced,"Yes, a bit","Computer & IT,SQL,Medical & Health,Project Management,Analyst,Software Development",Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Web Developer,"Full-time position. Will execute new opportunities, conduct analyses, maintain marketing channel integrations, optimize engagement and meet business needs. 3+ years' related Javascript experience required. Telecommute.",12/01/20,100% Remote,US National,Employee,12/01/20,Experienced,No specification,Software Development,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
"Senior Software Engineer, Full Stack - React, Ruby",Full-time role. Remote during the pandemic. He/she will participate in code reviews and work on product design and implementation details. Advanced level knowledge of Ruby and Rails and React required. 4+ years' software development experience required. ,12/01/20,Remote - During Pandemic,"Irvine, CA",Employee,12/01/20,Experienced,No specification,"Software Development,Ruby on Rails",Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
"Senior Full Stack Software Engineer, Plans and Payments","Full-time, telecommute position. Will build new features, draft performance code, collaborate with team, discover solutions, simplify services and provide expertise. 4+ years' related full stack experience required. ",12/01/20,100% Remote,"Canada, or US National",Employee,12/01/20,Experienced,No specification,"Software Development,Web Design","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
"Technical Instructor, Software Engineer","Remote job for candidate who will deliver technology skills training and assessments to prepare students for software development careers and deliver training in but not limited to HTML, CSS, Python, Java, and SDLC. 3 years' software development exp. req.",12/01/20,100% Remote,US National,Employee,12/01/20,Experienced,No,"Education & Training,Online Teaching,Teaching,Software Development,Web Design",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.8) Gecko/20100101 Firefox/60.8
"Software Engineer, Account Defense","Full-time position. Will resolve issues, handle debugging, collaborate with team, build microservices, scale pipelines and evaluate models. 2+ years' related C++, Scala and Java experience required. Remote.",12/01/20,100% Remote,US National,Employee,12/01/20,Experienced,No specification,"Software Development,.NET,Java & Android","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763"
"Software Engineer III, Ruby","Software engineer needed for a currently remote job requiring extensive knowledge of Ruby and Rails, exceptional communication skills, three+ years' experience in software development, an understanding of Agile methods. Will build features, write code.",12/01/20,Remote - During Pandemic,"Irvine, CA",Employee,12/01/20,Experienced,No specification,"Ruby on Rails,Software Development",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:83.0) Gecko/20100101 Firefox/83.0
Senior DevOps Engineer,"Full-time role. Remote during the pandemic. He/she will design, implement, and manage highly available and scalable Cloud infrastructure. 3+ years' working in cloud-based infrastructure and experience with Container Management required. ",12/01/20,Remote - During Pandemic,"Irvine, CA",Employee,12/01/20,Experienced,No specification,"Computer & IT,System Administration,Software Development,Python,Ruby on Rails","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5 (Ergänzendes Update)) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
"Python, Django Developer","Seeking experienced Python developer to participate in two projects primarily utilizing Python and Django, performing front-end/back-end development. jQuery skills are a big plus, along with solid SQL skills. Full time, long-term, freelance position.",12/01/20,100% Remote,Work from Anywhere,Freelance,12/01/20,Experienced,No specification,"SQL,Software Development,Python",Mozilla/5.0 (X11; Linux x86_64; rv:83.0) Gecko/20100101 Firefox/83.0
Site Reliability Engineer,"Remote position will collaborate to drive best practices for monitoring, CI/CD pipelines, troubleshoot deployment issues in pipeline, identify areas for automation, and evangelize best practices. Need five years of experience. ",12/01/20,Remote - During Pandemic,"Irvine, CA",Employee,12/01/20,Experienced,"Yes, a bit","Computer & IT,Software Development,Python,Ruby on Rails","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5 (Ergänzendes Update)) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
"Senior Software Engineer, Front End","Collaborate with designers and engineers to develop customer-facing features in CSS, JavaScript, Redux and React, diagnose and address issues with performance, participate in code reviews and triage and fix bugs. 
 Home-based job.",12/01/20,100% Remote,US National,Employee,12/01/20,Experienced,No specification,Software Development,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Support Specialist,"Manage inbound support tickets and ensure customer inquiries are accurately resolved, work with clients on support phone lines to offer information and the on-call resolution of client requests. US-based remote position based in the West coast.",12/01/20,100% Remote,"WA, OR, CA, NV, ID, UT, AZ, MT, WY, CO, NM",Employee,12/01/20,Experienced,No,"Client Services,Administrative,Computer & IT,Technical Support,Customer Service,Software Development","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763"
Database Reliability Engineer,Database reliability engineer needed for a full-time opportunity. This position offers option for remote work. Responsible for ensuring performance of production database systems and monitoring security alerts. Five years' experience required.,12/01/20,Option for Remote,"Bellevue, WA",Employee,12/01/20,Experienced,No specification,"Software Development,Computer & IT",Mozilla/5.0 (X11; Linux x86_64; rv:83.0) Gecko/20100101 Firefox/83.0
Junior Software Engineer,Junior software engineer needed for a full-time opportunity. This position offers option for remote work. Will be responsible for learning to develop scalable systems and resolving issues. Previous experience in software development required.,12/01/20,Option for Remote,"Austin, TX",Employee,12/01/20,Experienced,No specification,Software Development,Mozilla/5.0 (X11; Linux x86_64; rv:83.0) Gecko/20100101 Firefox/83.0
WordPress Developer,"WordPress developer needed for a full-time opportunity. This position offers option for remote work. Three years' experience with WordPress, one year of PHP writing experience, and experience with front-end and back-end web development required.",12/01/20,Option for Remote,"Columbus, OH",Employee,12/01/20,Experienced,No specification,"Software Development,Computer & IT,Web Design",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.8) Gecko/20100101 Firefox/60.8
Full Stack Engineer,"Full-time, remote position. Will implement solutions, collaborate with team, draft new code, develop automation scripts and fix bugs. Bachelor's degree and 3+ years' related WebApps experience required.",12/01/20,100% Remote,US National,Employee,12/01/20,Experienced,No specification,"Software Development,Web Design",Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Senior Product Designer,"Remote position. Design products and increase engagement with customers, gather feedback and improve features, and collaborate with teams to determine future projects. Requires BA, 7 years' digital design experience, and portfolio review. ",12/01/20,Option for Remote,Work from Anywhere,Employee,12/01/20,Experienced,No specification,"Graphic Design,Digital Design,Interactive Design,Visual Design,Software Development,Web Design",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:83.0) Gecko/20100101 Firefox/83.0
Technical Product Manager,"Lead product strategy for a group of front-end/back-end engineers, interface with the product team, develop product roadmaps and conduct quantitative/qualitative research to optimize features. Remote work is allowed during the COVID-19 pandemic.",12/01/20,Remote - During Pandemic,"New York, NY",Employee,12/01/20,Manager,No,"Computer & IT,Internet & Ecommerce,Project Management,Software Development,QA & Testing","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5 (Ergänzendes Update)) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
Machine Learning Infrastructure Engineer,"Position with the option to work remotely. Will act as project/program manager to ensure successful data labeling and machine learning outcomes, deliver features, and create enhancements for API. Need a bachelor's degree or equivalent experience. ",12/01/20,Option for Remote,US National,Employee,12/01/20,Experienced,No specification,Software Development,Mozilla/5.0 (X11; Linux x86_64; rv:83.0) Gecko/20100101 Firefox/83.0
Machine Learning Data Engineer,"Build data warehouse solutions that focus on increasing ML development velocity, assist ML engineers, design and optimize ETL pipelines and deliver large scale features. Deep experience with ETL pipeline is needed. Full-time option for remote job.",12/01/20,Option for Remote,US National,Employee,12/01/20,Experienced,No,"Computer & IT,Software Development","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5 (Ergänzendes Update)) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
Solutions Architect,"Design and build enterprise software solutions, oversee exiting products and review architecture, train users on product features, and work to migrate systems to cloud servers. Requires BA, 10+ years' IT experience, and work in hardware engineering.",12/01/20,Option for Remote,"McLean, VA",Employee,12/01/20,Experienced,No specification,"Computer & IT,Networking,System Administration,Software Development","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
"Senior Consultant, Federal Services","Remote position. Perform security analysis and lead incident response, product reports and presentations, and manage internal teams. Requires computer forensics experience, knowledge of malware and architecture engineering, and communication skills.",12/01/20,Option for Remote,US National,Employee,12/01/20,Experienced,"Yes, a bit","Computer & IT,Computer Security,IT Consulting,Federal Government,Software Development,QA & Testing",Mozilla/5.0 (X11; Linux x86_64; rv:83.0) Gecko/20100101 Firefox/83.0
Front End Developer,"FrontEnd Developer is needed for a remote role. He/She will help build scalable front-end infrastructure software or distributed systems. Must be skilled in HTML, CSS, JS, TypeScript, and Node. Bachelor's degree and prior related experience req.",12/01/20,100% Remote,US National,Employee,12/01/20,Experienced,No specification,Software Development,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
Software Development Manager,"Seeking a software development manager to lead a team of engineers, test/deploy software, and develop strong customer relationships. Must have exp. in mobile development and excellent communication skills. Work-from-home. ",12/01/20,100% Remote,US National,Employee,12/01/20,Manager,No specification,Software Development,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Penetration Tester - Red Team,"Conducts network penetration & assessments, performs application testing, leads engagements, & creates methods to enhance red teaming processes. Must have four to seven years' experience. Telecommuting is allowed, but travel ability is required.",12/01/20,Partial Remote,"Alexandria, VA",Employee,12/01/20,Experienced,"Yes, a bit","Computer & IT,Computer Security,Networking,IT Consulting,Software Development,QA & Testing",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:83.0) Gecko/20100101 Firefox/83.0
Penetration Tester - Red Team,"Partial remote position. Oversee network, web and mobile application testing, provide threat analysis and wireless network assessments, and create accurate reports and presentations for technical and executive audiences. Requires 4+ years' experience.",12/01/20,Partial Remote,"San Antonio, TX",Employee,12/01/20,Experienced,"Yes, a bit","IT Consulting,Computer Security,QA & Testing,Software Development",Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Penetration Tester - Red Team,"Seeking a Penetration Tester for a remote opportunity. The candidate will perform network penetration, web and mobile application testing, threat analysis, and engineering assessments. At least 4 years' relevant experience is required. Travel.",12/01/20,Partial Remote,"Minneapolis, MN",Employee,12/01/20,Experienced,"Yes, a bit","Computer Security,IT Consulting,Software Development,.NET,Python,QA & Testing","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763"
Penetration Tester - Red Team,"Partial remote role. He/she will perform web and mobile application testing, source code reviews, and threat analysis. 4+ years' experience in network penetration testing, mobile & web application assessments, & shell scripting required. Travel up to 20%.",12/01/20,Partial Remote,"Dallas, TX",Employee,12/01/20,Experienced,"Yes, a bit","Computer Security,Software Development,.NET,Java & Android,QA & Testing,IT Consulting","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
Penetration Tester - Red Team,"Partial remote job with 20% travel for candidate who will perform network penetration, web, and mobile application testing, develop reports and presentations, and recognize and safely utilize attacker tools, tactics, and procedures. 4-7 years' exp. req.",12/01/20,Partial Remote,"Baltimore, MD",Employee,12/01/20,Experienced,"Yes, a bit","Computer & IT,Computer Security,Networking,IT Consulting,Software Development,QA & Testing",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.8) Gecko/20100101 Firefox/60.8
Senior Software Engineer,"Full-time, remote opportunity. Duties include designing & developing high-quality software modules, translating business requirements, creating detailed designs for implementation, and analyzing & resolving software-related issues. Bachelor's required.",12/01/20,100% Remote,US National,Employee,12/01/20,Experienced,No specification,"Software Development,Computer & IT,Java & Android,Python,SQL",Mozilla/5.0 (X11; Linux x86_64; rv:83.0) Gecko/20100101 Firefox/83.0
"Engineer, Full Stack","Build and maintain features within web applications, engage with the Rails backend, identify and correct infrastructure bottlenecks and architect patterns in database queries. Must have two years of web development experience. Home-based opportunity.",12/01/20,100% Remote,US National,Employee,12/01/20,Experienced,No,"Computer & IT,SQL,Software Development,Ruby on Rails,Web Design",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:83.0) Gecko/20100101 Firefox/83.0
Senior iOS Developer - Swift,"Full-time position. Will troubleshoot issues, collaborate with team, implement new technologies and maintain applications. Bachelor's degree and 3+ years' related experience required. Flexible schedule. Remote option. Travel.",12/01/20,Option for Remote,Singapore,Employee,12/01/20,Experienced,"Yes, a bit","Computer & IT,Graphic Design,Interactive Design,Software Development,iOS",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:83.0) Gecko/20100101 Firefox/83.0
Lead Software Engineer - Performance Engineering,"Candidate will be part of the performance engineering team, developing capabilities that will allow various teams across the FanDuel group to run application performance tests. Software engineering and performance testing exp. req. Contract job.",12/01/20,No Remote Work Option,"Edinburgh, United Kingdom, Glasgow, United Kingdom",Freelance,12/01/20,Experienced,No specification,"Computer & IT,Database Administration,SQL,Software Development,Python,QA & Testing",Mozilla/5.0 (X11; Linux x86_64; rv:83.0) Gecko/20100101 Firefox/83.0
Software Engineer - Performance Engineering,"Build test tools and frameworks, work to expand product automation, write and review code, and collaborate with teams to solve problems. Requires programming proficiency, work with SQL and CI tools, and strong communication skills. Freelance role.",12/01/20,No Remote Work Option,"Edinburgh, United Kingdom, Glasgow, United Kingdom",Freelance,12/01/20,Experienced,No specification,"Computer & IT,Database Administration,SQL,Software Development,Python,QA & Testing","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5 (Ergänzendes Update)) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
Senior Android Developer,"Seeking a senior android developer for a full-time, work-at-home position. WIll implement features, review code, and lead a team of developers. Need to have four plus yrs' exp. in Andriod development. Flexible schedule with benefits. 40 hrs per week. ",12/01/20,100% Remote,Work from Anywhere,Employee,12/01/20,Experienced,No specification,"Java & Android,Software Development",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.8) Gecko/20100101 Firefox/60.8
Cloud Infrastructure Engineer,"Seeking a cloud infrastructure engineer for a work-at-home position. Develop cloud infrastructure, improve monitoring, and lead technical discussions. Need to have five-plus yrs' exp. as a software engineer and a degree in CS is preferred. ",12/01/20,100% Remote,"Toronto, ON, Canada",Employee,12/01/20,Experienced,No specification,"Software Development,Computer & IT,System Administration,Python","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763"
Sales and Solution Engineer,"Oversees the POC process, delivers platform demos, conducts trainings & webinars, & creates implementation & technical close plans. Desired candidates have relevant systems engineering, solution architecture, or sales engineering exp. Remote-based role.",12/01/20,100% Remote,"ME, NH, MA, RI, CT, NY, NJ, DE, MD, VA, NC, SC, GA, FL",Employee,12/01/20,Experienced,No specification,"Software Sales,Software Development,Computer & IT",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:83.0) Gecko/20100101 Firefox/83.0
Engineering Manager,"Full-time, remote job. Needs two years' Engineering Management experience and three years' experience working on production systems.Enable planning, buying and executing outdoor as campaigns, map efficiently displaying 1M+points on a map, aggregate data.",12/01/20,100% Remote,Work from Anywhere,Employee,12/01/20,Experienced,No,"Computer & IT,Project Management,Software Development",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.8) Gecko/20100101 Firefox/60.8
Product Designer,Seeking a Product Designer for a remote position. The candidate will design a software solution that helps the client achieve their goals. Must ensure solutions get implemented successfully. Prior relevant experience is required.,12/01/20,100% Remote,Work from Anywhere,Employee,12/01/20,Experienced,No specification,"Software Development,Web Design,Interactive Design","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5 (Ergänzendes Update)) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
Senior Software Engineer - Go Specialist,"Seeking a senior engineer for a remote position requiring a strong understanding of relevant programming languages, exceptional communication skills, and a strong understanding of front-end tech. Computer Science or related bachelor's degree preferred. ",12/01/20,100% Remote,"Albania, Bulgaria, Croatia, Czech Republic, Egypt, Estonia, Ghana, Greece, Hungary, Israel, Kenya, Macedonia, Nigeria, Russia, Turkey, Saudi Arabia, Serbia, Slovakia, South Africa, United Arab Emirate",Employee,12/01/20,Experienced,No specification,"Software Development,.NET,Java & Android,Web Design",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.8) Gecko/20100101 Firefox/60.8
Product Designer,"Full-time, remote candidate will perform evaluative user research to understand user needs and work with product management and engineering to identify requirements. Must have three plus of hands-on experience designing for digital products.",12/01/20,100% Remote,US National,Employee,12/01/20,Experienced,No specification,"Project Management,Software Development,Web Design","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763"
DevOps Engineer - Monitoring,"The remote DevOps engineer will lead monitoring infrastructure design and deployment as well as develop processes regarding alert response operations. Must have at least three years' exp. in a software developer, DevOps engineer, or equivalent position.",12/01/20,100% Remote,Work from Anywhere,Employee,12/01/20,Experienced,No specification,"Computer & IT,Computer Security,Software Development","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
Software Engineer - Data Acquisition,"Design and test code using JavaScript, Node, Angular, and other tools. Will also collaborate with teams to troubleshoot and scale software. Remote position. Requires 2 years' software development experience, BA, and knowledge of related web tools.",12/01/20,100% Remote,"ND, SD, NE, KS, OK, TX, MN, IA, MO, AR, LA, WI, IL, KY, MS, AL, MI, IN, TN, GA, FL, OH, NC, SC, WV, VA, PA, DC, CT, NJ, NY, RI, NH, ME, MD, DE, VT",Employee,12/01/20,Experienced,No specification,Software Development,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.8) Gecko/20100101 Firefox/60.8
Senior Software Engineer - Platform,"Collaborate with teams to improve software products and utilize open-source technologies to build and test new features. Remote work. Requires 5 years' software engineering experience including 3 years' with Java, plus BA. ",12/01/20,100% Remote,"MI, IN, KY, TN, GA, FL, OH, NC, SC, WV, VA, PA, DC, CT, NJ, NY, RI, NH, ME, MD, DE, VT, ND, SD, NE, KS, OK, TX, MN, IA, MO, AR, LA, WI, IL, MS, AL",Employee,12/01/20,Experienced,No specification,"Software Development,Java & Android",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.8) Gecko/20100101 Firefox/60.8
Senior Software Engineer - Data Acquisition Team,"Senior engineer needed for a remote position requiring a computer science BA/BS, five+ years' experience in software development, and an understanding of Linux, Node, and K8S. Will troubleshoot and resolve issues, write and verify code, build platforms. ",12/01/20,100% Remote,"ND, SD, NE, KS, OK, TX, MN, IA, MO, AR, LA, WI, IL, KY, MS, AL, MI, IN, TN, GA, FL, OH, NC, SC, WV, VA, PA, DC, CT, NJ, NY, RI, NH, ME, MD, DE, VT",Employee,12/01/20,Experienced,No specification,Software Development,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Ember.js Developer,"The Ember.js developer will create new features, work on system design, troubleshoot issues, & make user interface improvements. Must have HTML5, CSS, Ember.js, & JavaScript skills & at least three years' software development experience. Fully remote job.",12/01/20,100% Remote,"Austin, TX",Employee,12/01/20,Experienced,No,"Software Development,QA & Testing,Web Design",Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Consulting Software Engineer,"Provide consulting services on a 3-month contract basis. Work remotely supporting software engineers with root cause analysis, coaching, coding, and troubleshooting. Must have 7 yrs of IT and 3 yrs of software development experience. A degree is desired.",12/01/20,100% Remote,"Glen Allen, VA","Freelance, Temporary",12/01/20,Experienced,No specification,"Computer & IT,IT Consulting,Software Development",Mozilla/5.0 (X11; Linux x86_64; rv:83.0) Gecko/20100101 Firefox/83.0
Senior Python Full Stack Software Developer,"Develop and maintain mobile applications, and create and test new mobility platforms. Partial remote with some travel required, must live in EU. MA and programming experience required including HTML, CSS, and Python.",12/01/20,Partial Remote,"Belgium, Denmark, Finland, France, Greece, Germany, Hungary, Ireland, Italy, Netherlands, Norway, Poland, Portugal, Romania, Spain, Sweden, Switzerland, Turkey, Ukraine, United Kingdom",Freelance,12/01/20,Experienced,"Yes, a bit","Software Development,Python,Computer & IT","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
Full Stack Web Developer,"Remote job for candidate who will help create screen recording products that advance education, developing new product features from start to finish and building improvements to performance and reliability. 2-4 years' exp. building user interfaces req.",12/01/20,100% Remote,"Chicago, IL",Employee,12/01/20,Experienced,No,Software Development,Mozilla/5.0 (X11; Linux x86_64; rv:83.0) Gecko/20100101 Firefox/83.0
Product Owner,"Telecommute role leading a team in building anti-money laundering software for financial institutions. Requires 3 yrs of product owner experience and strong Scrum, Jira, and Confluence skills. A bachelors degree and good presentation skills are needed.",12/01/20,Partial Remote,Poland,Employee,12/01/20,Experienced,"Yes, a bit","Accounting & Finance,Banking,Bilingual,Computer & IT,Software Development","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5 (Ergänzendes Update)) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
Senior Java Developer,"Seeking a remote-based senior Java developer to participate in requirements refinement, planning, develop an AML platform, build scalable real-time solutions, write product documentations and closely collaborate with teammates in a remote environment. ",12/01/20,100% Remote,"Belgium, Denmark, Finland, France, Greece, Germany, Hungary, Ireland, Italy, Netherlands, Norway, Poland, Portugal, Romania, Spain, Sweden, Switzerland, Turkey, Ukraine, United Kingdom",Employee,12/01/20,Experienced,"Yes, a bit","Bilingual,Java & Android,Software Development","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
IT Software Quality Assurance Specialist,"Perform development, maintenance, testing, and debugging activities for software. Must have 5 years' information technology/computer science experience or equivalent education and experience. 8-month role with temporary remote work.",12/01/20,Remote - During Pandemic,"Memphis, TN",Temporary,12/01/20,Experienced,No specification,"SQL,Software Development,QA & Testing","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5 (Ergänzendes Update)) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
Python Developer,Participate in planning and high-level design of the solution. Take over end to end responsibility for developing and delivering features and components. Must have 3 years of experience in commercial software development. WFH.,12/01/20,100% Remote,Poland,Employee,12/01/20,Experienced,"Yes, a bit","Bilingual,Software Development,Python",Mozilla/5.0 (X11; Linux x86_64; rv:83.0) Gecko/20100101 Firefox/83.0
"Senior Full Stack Engineer, Enterprise Applications","Design, develop, and deploy features for deployment on-premises or in the cloud. Must have a bachelor's degree and 5+ years working on teams to develop and deploy web applications. Full-time, remote position.",12/01/20,100% Remote,US National,Employee,12/01/20,Experienced,No,Software Development,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763"
Junior Integrations Engineer,"Full-time, remote candidate will integrate new API clients onto the transactional systems, develop and test technical solutions based on business requirements, and track business-critical applications. Must have one to three years of hands-on exp.",12/01/20,100% Remote,"Seattle, WA",Employee,12/01/20,Experienced,No specification,"Computer & IT,SQL,Software Development,QA & Testing,Technical Support,Client Services",Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Staff Full Stack Engineer,"Design and build new, industry-leading user experiences. Architect scalable web applications and monitor and improve performance in all areas of the stack. Must have 8+ years of professional software engineering experience. WFH.",12/01/20,100% Remote,Work from Anywhere,Employee,12/01/20,Experienced,No,Software Development,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
Senior Software Engineer - Frontend,"Seeking a expereinced senior software engineer for a full-time, telecommuting position. Will build user experiences and direct product vision. Must have five yrs' exp. as a software engineer focusing on front-end development. ",12/01/20,100% Remote,US National,Employee,12/01/20,Experienced,No specification,Software Development,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:83.0) Gecko/20100101 Firefox/83.0
Web Developer,"Will coordinate/participate in programming, implementation, testing/support of web-based projects, programming of data-driven web applications, and debugging/problem-solving. BA degree preferred and one year of open source web development exp. ",12/01/20,No Remote Work Option,"Harrisburg, PA",Employee,12/01/20,Entry-Level,No specification,"Software Development,PHP","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
Senior Software Engineer - Backend,"Remote, full-time job. Needs a bachelor's degree and five years' experience developing and supporting backend production services. Develop new features, optimize capabilities, work with team with the evolution of platform and will build backend systems.",12/01/20,100% Remote,US National,Employee,12/01/20,Experienced,No,Software Development,Mozilla/5.0 (X11; Linux x86_64; rv:83.0) Gecko/20100101 Firefox/83.0
WordPress Marketing Developer,"Handle website development and the implementation of widgets, continuous optimizations, traffic on-site performance, run A/B tests, redesign and code landing pages while providing constructive feedback. Work at home contract position. ",12/01/20,100% Remote,US National,Employee,12/01/20,Experienced,No,"Internet & Ecommerce,Software Development",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.8) Gecko/20100101 Firefox/60.8
Cloud Engineer,"Seeking candidate with three years' shell scripting experience and Linux/Unix exp. to ideate, plan, and create a wide variety of cloud services, configure and integrate cloud software, and help the company build a container application cloud. WFH job.",12/01/20,100% Remote,"Belgium, Denmark, Finland, France, Greece, Germany, Hungary, Ireland, Italy, Netherlands, Norway, Poland, Portugal, Romania, Spain, Sweden, Switzerland, Turkey, Ukraine, United Kingdom",Employee,12/01/20,Experienced,No,"Software Development,Computer & IT,Python","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5 (Ergänzendes Update)) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15"
"PHP, Open Source Web Developer","Join a consulting group and collaborate with team members and be responsible for steering results on various projects. Option for remote job with regional/overnight travel for analysis, meetings and client demonstrations. ",12/01/20,Option for Remote,"Pittsburgh, PA",Employee,12/01/20,Experienced,"Yes, a bit","Software Development,PHP",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:60.8) Gecko/20100101 Firefox/60.8
